,created_at,timestamp,user_id,content,Product Installation,Billing,General Business Information,Call Center,How to Order,Package Information,Price,Upgrading,Nomor Transaksi,Nomor ID Pelanggan,Insentif dan Referral,Cek ODP,Pembatalan Pesanan,URL Produk,Status dan Proses Pemesanan,Survei Teknisi,Pelatihan Bisnis,Migrasi Paket,Syarat Daftar dan Berlangganan,Ketersediaan Layanan,Perbedaan Paket,Lapor Gangguan,Modem,Saldo IndibizPay,Webinar,Perbedaan Produk,Reseller Produk,Proses Pindah Nama,Pemberhentian Layanan,Nomor pada Aplikasi,Nomor Pascabayar,Discount,IP Layanan,Kecepatan Internet,Products & Services,Penggunaan Aplikasi,Pasang Baru,Kompetitor,Downgrading,Sinkronisasi Akun,Keunggulan Produk,After Sales,Vertical Business Education,Pindah Alamat,Nomor Pendaftaran,Administrasi,Product Success Story,Pindah Perangkat,Kekurangan Produk,FUP Indibiz,Irrelevant Question,Unclear Context,Unclear Words,Others,Klasifikasi BERT,Jumlah
0,2023-09-13 00:00:00,20:28:32+07:00,d17c78b9_2982_4b07_a177_c5c0c89dc3d5,"Maaf, informasi yang diberikan dalam konteks tidak memberikan informasi tentang bisnis yang sedang tren saat ini.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General Business Information,1
1,2023-09-13 00:00:00,20:28:00+07:00,d17c78b9_2982_4b07_a177_c5c0c89dc3d5,"Maaf, saya tidak memiliki informasi tentang kecepatan internet yang ditentukan untuk penggunaan wifi gratis di kafe.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internet Speed,1
3,2023-09-13 00:00:00,17:27:42+07:00,e4e3a8ff_2d46_4dd4_bab6_7a146e997d3a,"Maaf, saya tidak memiliki informasi tentang status pendaftaran Anda.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Order & Subscription Information,1
4,2023-09-13 00:00:00,14:50:54+07:00,2e4144bc_6d2e_484a_81f0_383e21d661b3,"Maaf, saya tidak memiliki informasi tentang cara pembayaran menggunakan mobil banking BRI.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billing,1
5,2023-09-13 00:00:00,12:51:01+07:00,8425537b_7f33_4bbb_9fec_78f66729d9fa,"Maaf, saya tidak memiliki informasi tentang cara menggabungkan dua akun menjadi satu aplikasi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Application Usage,1
6,2023-09-13 00:00:00,11:49:51+07:00,GA1.1.1316308512.1694580365,"Maaf, saya tidak memiliki informasi mengenai biaya pemasangan.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Product Installation,1
7,2023-09-13 00:00:00,11:02:44+07:00,afa448c6_3682_4dd7_b63c_b055e678ab69,"Maaf, saya tidak dapat memberikan informasi tentang harga dan kemasan produk ini.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Product Advantages and Disadvantages,1
8,2023-09-13 00:00:00,10:56:26+07:00,e82b6efc_052c_4682_97e8_1fbc016b7c82,"Maaf, informasi yang diberikan dalam konteks tidak mencakup informasi tentang pengiriman track ID.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Order & Subscription Information,3
9,2023-09-13 00:00:00,10:35:39+07:00,GA1.1.1590364459.1694576830,"Maaf, saya tidak memiliki informasi tentang tanggal kelahiran Anda.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Unclear Context,1
10,2023-09-13 00:00:00,10:30:33+07:00,e54654dd_d07f_49fb_9981_442bd794d5c4,"Maaf, saya tidak memiliki informasi mengenai kisaran harga pempek di aplikasi GoFood.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Price,1
11,2023-09-13 00:00:00,10:28:24+07:00,e54654dd_d07f_49fb_9981_442bd794d5c4,"Maaf, informasi mengenai harga pempek yang tersedia di aplikasi GoFood tidak ada dalam konteks yang diberikan.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Price,1
12,2023-09-13 00:00:00,10:27:28+07:00,e54654dd_d07f_49fb_9981_442bd794d5c4,"Maaf, informasi mengenai cara mendaftar ke aplikasi GoFood tidak ada dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Application Usage,1
13,2023-09-13 00:00:00,10:25:37+07:00,e54654dd_d07f_49fb_9981_442bd794d5c4,"Maaf, informasi yang ada dalam konteks tidak mencakup informasi tentang biji kopi yang sedang tren saat ini.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General Business Information,1
14,2023-09-13 00:00:00,10:22:11+07:00,e54654dd_d07f_49fb_9981_442bd794d5c4,"Maaf, informasi mengenai pilihan kopi dengan harga yang lebih terjangkau namun tetap berkualitas untuk cafe tidak terdapat dalam konteks yang diberikan.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Price,1
15,2023-09-13 00:00:00,10:10:04+07:00,fa4f063b_c006_4a5c_984f_d7e8c778194e,"Maaf, saya tidak dapat menemukan informasi tentang sekolah swasta SMP di area Depok.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Service Availability,1
16,2023-09-13 00:00:00,10:09:13+07:00,fa4f063b_c006_4a5c_984f_d7e8c778194e,"Maaf, informasi yang ada dalam konteks tidak mencakup harga paket IndiBiz 2S Netmonk dengan kecepatan 100 Mbps.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internet Speed,1
17,2023-09-13 00:00:00,10:08:00+07:00,fa4f063b_c006_4a5c_984f_d7e8c778194e,"Maaf, informasi yang ada dalam konteks tidak mencakup harga IndiBiz bundling dengan OCA.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Price,1
18,2023-09-13 00:00:00,10:06:02+07:00,f633ffdf_805c_45c9_9e68_add2297b2c87,"Maaf, dalam konteks yang diberikan tidak ada informasi yang menyebutkan adanya paket internet MyIndibiz yang lebih murah dari Indibiz Voucher Wifi B2B2B selama 1 Jam.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Discount & Referral Incentive,1
19,2023-09-13 00:00:00,09:54:56+07:00,fa4f063b_c006_4a5c_984f_d7e8c778194e,"Maaf, informasi yang ada dalam konteks tidak mencakup rekomendasi cafe di area Cariu.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Service Availability,1
20,2023-09-13 00:00:00,09:45:51+07:00,GA1.1.1798532868.1694572954,"Maaf, informasi mengenai ketersediaan Indibiz di kota Tomohon tidak disebutkan dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Service Availability,1
21,2023-09-13 00:00:00,07:05:34+07:00,1b21f845_85ad_4495_85b3_0e49c5ecbfbd,"Maaf, saya tidak menemukan informasi mengenai ""psb indibiz"" dalam konteks yang diberikan.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclear Words,2
22,2023-09-13 00:00:00,06:41:19+07:00,fad88a03_520e_4899_8e98_37c8980382a7,"Maaf, saya tidak memiliki informasi mengenai cara mensinkronkan aplikasi dengan nomor IndiBiz.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Application Usage,1
24,2023-09-14 00:00:00,23:46:23+07:00,GA1.1.1129587172.1694628775,"Maaf, saya tidak memiliki informasi tentang berapa banyak pilihan kecepatan internet yang ditawarkan oleh IndiBiz.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internet Speed,1
25,2023-09-14 00:00:00,23:45:51+07:00,247dce5c_75cf_477e_955c_01a106f8decf,maaf saya tidak memiliki informasi tentang masalah jaringan WiFi di sekitar kota Anda.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Service Availability,1
26,2023-09-14 00:00:00,23:44:14+07:00,GA1.1.1129587172.1694628775,mohon maaf saya tidak memiliki informasi tentang kecepatan internet IndiBiz.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Internet Speed,1
27,2023-09-14 00:00:00,23:15:03+07:00,GA1.1.1577317560.1694707699,"Maaf, saya tidak memiliki informasi mengenai cakupan jaringan Indibiz di lokasi Anda.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclear Context,1
30,2023-09-14 00:00:00,17:52:48+07:00,49195651_6c41_4b71_b7c5_daafef33cc96,"Maaf, saya tidak memiliki informasi tentang status registrasi Anda.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Order & Subscription Information,1
31,2023-09-14 00:00:00,17:34:40+07:00,2d5d69ee_4a0e_42eb_b00b_4704fd2fca6d,"Maaf, informasi mengenai nomor kontak teknisi untuk menanyakan status pemasangan layanan Internet Indibiz tidak disebutkan dalam konteks tersebut.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technician Survey,3
32,2023-09-14 00:00:00,17:17:03+07:00,fece58b5_1a68_4fd2_95fe_c0ffc3f5e9d8,"Maaf, saya tidak memiliki informasi tentang biaya pasang IndiBiz.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Product Installation,1
34,2023-09-14 00:00:00,14:46:59+07:00,8bdb88c9_cf17_4282_8069_eb03a5f8a608,"Maaf, informasi mengenai perbedaan paket Indibiz 2S Netmonk dan Indibiz 2S OCA tidak disebutkan dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Product & Package Differences,1
35,2023-09-14 00:00:00,14:45:43+07:00,8bdb88c9_cf17_4282_8069_eb03a5f8a608,"Maaf, informasi mengenai perbedaan paket OCA dan Netmonk tidak disebutkan dalam konteks yang diberikan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Product & Package Differences,1
